droughtDate,droughtLvl,areaPct,fireName,county,acres,fireDate,countyList,countyCount
29/10/2013,D0,97.34,,,,,,
29/10/2013,D1,95.98,,,,,,
29/10/2013,D2,84.12,,,,,,
29/10/2013,D3,11.36,,,,,,
29/10/2013,D4,0,,,,,,
22/10/2013,D0,97.34,,,,,,
22/10/2013,D1,95.98,,,,,,
22/10/2013,D2,84.12,,,,,,
22/10/2013,D3,11.36,,,,,,
22/10/2013,D4,0,,,,,,
15/10/2013,D0,97.35,,,,,,
15/10/2013,D1,95.95,,,,,,
15/10/2013,D2,84.12,,,,,,
15/10/2013,D3,11.36,,,,,,
15/10/2013,D4,0,,,,,,
08/10/2013,D0,97.48,,,,,,
08/10/2013,D1,95.95,,,,,,
08/10/2013,D2,84.12,,,,,,
08/10/2013,D3,11.36,,,,,,
08/10/2013,D4,0,,,,,,
01/10/2013,D0,97.37,,,,,,
01/10/2013,D1,95.95,,,,,,
01/10/2013,D2,84.12,,,,,,
01/10/2013,D3,11.36,,,,,,
01/10/2013,D4,0,,,,,,
24/09/2013,D0,97.37,,,,,,
24/09/2013,D1,96.04,,,,,,
24/09/2013,D2,89.84,,,,,,
24/09/2013,D3,11.36,,,,,,
24/09/2013,D4,0,,,,,,
17/09/2013,D0,97.37,,,,,,
17/09/2013,D1,96.04,,,,,,
17/09/2013,D2,89.84,,,,,,
17/09/2013,D3,11.36,,,,,,
17/09/2013,D4,0,,,,,,
10/09/2013,D0,100,,,,,,
10/09/2013,D1,97.08,,,,,,
10/09/2013,D2,92.94,,,,,,
10/09/2013,D3,11.36,,,,,,
10/09/2013,D4,0,,,,,,
03/09/2013,D0,100,,,,,,
03/09/2013,D1,97.08,,,,,,
03/09/2013,D2,92.94,,,,,,
03/09/2013,D3,11.36,,,,,,
03/09/2013,D4,0,,,,,,
27/08/2013,D0,100,,,,,,
27/08/2013,D1,98.23,,,,,,
27/08/2013,D2,93.86,,,,,,
27/08/2013,D3,11.36,,,,,,
27/08/2013,D4,0,,,,,,
20/08/2013,D0,100,,,,,,
20/08/2013,D1,98.23,,,,,,
20/08/2013,D2,93.86,,,,,,
20/08/2013,D3,11.36,,,,,,
20/08/2013,D4,0,,,,,,
13/08/2013,D0,100,,,,,,
13/08/2013,D1,98.23,,,,,,
13/08/2013,D2,93.86,,,,,,
13/08/2013,D3,11.36,,,,,,
13/08/2013,D4,0,,,,,,
06/08/2013,D0,100,,,,,,
06/08/2013,D1,98.23,,,,,,
06/08/2013,D2,93.86,,,,,,
06/08/2013,D3,0,,,,,,
06/08/2013,D4,0,,,,,,
30/07/2013,D0,100,,,,,,
30/07/2013,D1,98.23,,,,,,
30/07/2013,D2,93.86,,,,,,
30/07/2013,D3,0,,,,,,
30/07/2013,D4,0,,,,,,
23/07/2013,D0,100,,,,,,
23/07/2013,D1,98.23,,,,,,
23/07/2013,D2,93.96,,,,,,
23/07/2013,D3,0,,,,,,
23/07/2013,D4,0,,,,,,
16/07/2013,D0,100,,,,,,
16/07/2013,D1,98.23,,,,,,
16/07/2013,D2,93.96,,,,,,
16/07/2013,D3,0,,,,,,
16/07/2013,D4,0,,,,,,
09/07/2013,D0,100,,,,,,
09/07/2013,D1,98.23,,,,,,
09/07/2013,D2,92.7,,,,,,
09/07/2013,D3,0,,,,,,
09/07/2013,D4,0,,,,,,
02/07/2013,D0,100,,,,,,
02/07/2013,D1,98.23,,,,,,
02/07/2013,D2,92.7,,,,,,
02/07/2013,D3,0,,,,,,
02/07/2013,D4,0,,,,,,
25/06/2013,D0,100,,,,,,
25/06/2013,D1,98.21,,,,,,
25/06/2013,D2,92.61,,,,,,
25/06/2013,D3,0,,,,,,
25/06/2013,D4,0,,,,,,
18/06/2013,D0,100,,,,,,
18/06/2013,D1,98.21,,,,,,
18/06/2013,D2,67.07,,,,,,
18/06/2013,D3,0,,,,,,
18/06/2013,D4,0,,,,,,
11/06/2013,D0,100,,,,,,
11/06/2013,D1,98.16,,,,,,
11/06/2013,D2,53.54,,,,,,
11/06/2013,D3,0,,,,,,
11/06/2013,D4,0,,,,,,
04/06/2013,D0,100,,,,,,
04/06/2013,D1,98.16,,,,,,
04/06/2013,D2,53.64,,,,,,
04/06/2013,D3,0,,,,,,
04/06/2013,D4,0,,,,,,
28/05/2013,D0,100,,,,,,
28/05/2013,D1,98.16,,,,,,
28/05/2013,D2,46.25,,,,,,
28/05/2013,D3,0,,,,,,
28/05/2013,D4,0,,,,,,
21/05/2013,D0,100,,,,,,
21/05/2013,D1,98.16,,,,,,
21/05/2013,D2,46.25,,,,,,
21/05/2013,D3,0,,,,,,
21/05/2013,D4,0,,,,,,
14/05/2013,D0,100,,,,,,
14/05/2013,D1,98.16,,,,,,
14/05/2013,D2,46.25,,,,,,
14/05/2013,D3,0,,,,,,
14/05/2013,D4,0,,,,,,
07/05/2013,D0,100,,,,,,
07/05/2013,D1,98.16,,,,,,
07/05/2013,D2,46.25,,,,,,
07/05/2013,D3,0,,,,,,
07/05/2013,D4,0,,,,,,
30/04/2013,D0,100,,,,,,
30/04/2013,D1,64.3,,,,,,
30/04/2013,D2,32.82,,,,,,
30/04/2013,D3,0,,,,,,
30/04/2013,D4,0,,,,,,
23/04/2013,D0,97.16,,,,,,
23/04/2013,D1,63.42,,,,,,
23/04/2013,D2,30,,,,,,
23/04/2013,D3,0,,,,,,
23/04/2013,D4,0,,,,,,
16/04/2013,D0,97.16,,,,,,
16/04/2013,D1,48.39,,,,,,
16/04/2013,D2,23.22,,,,,,
16/04/2013,D3,0,,,,,,
16/04/2013,D4,0,,,,,,
09/04/2013,D0,97.16,,,,,,
09/04/2013,D1,48.39,,,,,,
09/04/2013,D2,23.22,,,,,,
09/04/2013,D3,0,,,,,,
09/04/2013,D4,0,,,,,,
02/04/2013,D0,100,,,,,,
02/04/2013,D1,48.38,,,,,,
02/04/2013,D2,24.22,,,,,,
02/04/2013,D3,0,,,,,,
02/04/2013,D4,0,,,,,,
26/03/2013,D0,100,,,,,,
26/03/2013,D1,48.38,,,,,,
26/03/2013,D2,24.22,,,,,,
26/03/2013,D3,0,,,,,,
26/03/2013,D4,0,,,,,,
19/03/2013,D0,87.15,,,,,,
19/03/2013,D1,48.38,,,,,,
19/03/2013,D2,24.19,,,,,,
19/03/2013,D3,0,,,,,,
19/03/2013,D4,0,,,,,,
12/03/2013,D0,84.37,,,,,,
12/03/2013,D1,46.23,,,,,,
12/03/2013,D2,24.19,,,,,,
12/03/2013,D3,0,,,,,,
12/03/2013,D4,0,,,,,,
05/03/2013,D0,99.97,,,,,,
05/03/2013,D1,47.37,,,,,,
05/03/2013,D2,26.96,,,,,,
05/03/2013,D3,0,,,,,,
05/03/2013,D4,0,,,,,,
26/02/2013,D0,99.98,,,,,,
26/02/2013,D1,47.13,,,,,,
26/02/2013,D2,26.96,,,,,,
26/02/2013,D3,0,,,,,,
26/02/2013,D4,0,,,,,,
19/02/2013,D0,84.55,,,,,,
19/02/2013,D1,47.18,,,,,,
19/02/2013,D2,23.72,,,,,,
19/02/2013,D3,0,,,,,,
19/02/2013,D4,0,,,,,,
12/02/2013,D0,65.47,,,,,,
12/02/2013,D1,47.18,,,,,,
12/02/2013,D2,23.72,,,,,,
12/02/2013,D3,0,,,,,,
12/02/2013,D4,0,,,,,,
05/02/2013,D0,65.8,,,,,,
05/02/2013,D1,47.18,,,,,,
05/02/2013,D2,21.57,,,,,,
05/02/2013,D3,0,,,,,,
05/02/2013,D4,0,,,,,,
29/01/2013,D0,65.8,,,,,,
29/01/2013,D1,47.18,,,,,,
29/01/2013,D2,21.57,,,,,,
29/01/2013,D3,0,,,,,,
29/01/2013,D4,0,,,,,,
22/01/2013,D0,65.8,,,,,,
22/01/2013,D1,53.58,,,,,,
22/01/2013,D2,21.57,,,,,,
22/01/2013,D3,0,,,,,,
22/01/2013,D4,0,,,,,,
15/01/2013,D0,65.8,,,,,,
15/01/2013,D1,53.58,,,,,,
15/01/2013,D2,21.57,,,,,,
15/01/2013,D3,0,,,,,,
15/01/2013,D4,0,,,,,,
08/01/2013,D0,67.58,,,,,,
08/01/2013,D1,55.02,,,,,,
08/01/2013,D2,21.37,,,,,,
08/01/2013,D3,0,,,,,,
08/01/2013,D4,0,,,,,,
01/01/2013,D0,68.25,,,,,,
01/01/2013,D1,55.32,,,,,,
01/01/2013,D2,22.5,,,,,,
01/01/2013,D3,0,,,,,,
01/01/2013,D4,0,,,,,,
25/12/2012,D0,69.06,,,,,,
25/12/2012,D1,56.19,,,,,,
25/12/2012,D2,25.22,,,,,,
25/12/2012,D3,0.05,,,,,,
25/12/2012,D4,0,,,,,,
18/12/2012,D0,69.06,,,,,,
18/12/2012,D1,56.19,,,,,,
18/12/2012,D2,26.15,,,,,,
18/12/2012,D3,0.05,,,,,,
18/12/2012,D4,0,,,,,,
11/12/2012,D0,69.06,,,,,,
11/12/2012,D1,57.94,,,,,,
11/12/2012,D2,26.59,,,,,,
11/12/2012,D3,0.05,,,,,,
11/12/2012,D4,0,,,,,,
04/12/2012,D0,76.85,,,,,,
04/12/2012,D1,59.36,,,,,,
04/12/2012,D2,26.59,,,,,,
04/12/2012,D3,0.05,,,,,,
04/12/2012,D4,0,,,,,,
27/11/2012,D0,93.23,,,,,,
27/11/2012,D1,70.47,,,,,,
27/11/2012,D2,28.16,,,,,,
27/11/2012,D3,1.14,,,,,,
27/11/2012,D4,0,,,,,,
20/11/2012,D0,95.18,,,,,,
20/11/2012,D1,67.67,,,,,,
20/11/2012,D2,21.61,,,,,,
20/11/2012,D3,1.14,,,,,,
20/11/2012,D4,0,,,,,,
13/11/2012,D0,92.81,,,,,,
13/11/2012,D1,66.37,,,,,,
13/11/2012,D2,19.1,,,,,,
13/11/2012,D3,1.14,,,,,,
13/11/2012,D4,0,,,,,,
06/11/2012,D0,92.81,,,,,,
06/11/2012,D1,67.75,,,,,,
06/11/2012,D2,19.1,,,,,,
06/11/2012,D3,1.14,,,,,,
06/11/2012,D4,0,,,,,,
30/10/2012,D0,93.27,,,,,,
30/10/2012,D1,68.48,,,,,,
30/10/2012,D2,19.1,,,,,,
30/10/2012,D3,1.14,,,,,,
30/10/2012,D4,0,,,,,,
23/10/2012,D0,93.25,,,,,,
23/10/2012,D1,68.48,,,,,,
23/10/2012,D2,19.1,,,,,,
23/10/2012,D3,1.14,,,,,,
23/10/2012,D4,0,,,,,,
16/10/2012,D0,93.36,,,,,,
16/10/2012,D1,68.48,,,,,,
16/10/2012,D2,19.1,,,,,,
16/10/2012,D3,1.14,,,,,,
16/10/2012,D4,0,,,,,,
09/10/2012,D0,93.36,,,,,,
09/10/2012,D1,69.57,,,,,,
09/10/2012,D2,21.98,,,,,,
09/10/2012,D3,1.14,,,,,,
09/10/2012,D4,0,,,,,,
02/10/2012,D0,88.06,,,,,,
02/10/2012,D1,69.41,,,,,,
02/10/2012,D2,21.98,,,,,,
02/10/2012,D3,1.14,,,,,,
02/10/2012,D4,0,,,,,,
25/09/2012,D0,88.05,,,,,,
25/09/2012,D1,69.41,,,,,,
25/09/2012,D2,22.27,,,,,,
25/09/2012,D3,1.14,,,,,,
25/09/2012,D4,0,,,,,,
18/09/2012,D0,88.05,,,,,,
18/09/2012,D1,69.09,,,,,,
18/09/2012,D2,22.27,,,,,,
18/09/2012,D3,1.14,,,,,,
18/09/2012,D4,0,,,,,,
11/09/2012,D0,88.26,,,,,,
11/09/2012,D1,69.13,,,,,,
11/09/2012,D2,22.31,,,,,,
11/09/2012,D3,1.14,,,,,,
11/09/2012,D4,0,,,,,,
04/09/2012,D0,88.26,,,,,,
04/09/2012,D1,69.28,,,,,,
04/09/2012,D2,22.76,,,,,,
04/09/2012,D3,1.14,,,,,,
04/09/2012,D4,0,,,,,,
28/08/2012,D0,88.26,,,,,,
28/08/2012,D1,69.44,,,,,,
28/08/2012,D2,23.05,,,,,,
28/08/2012,D3,1.14,,,,,,
28/08/2012,D4,0,,,,,,
21/08/2012,D0,88.7,,,,,,
21/08/2012,D1,69.2,,,,,,
21/08/2012,D2,23.3,,,,,,
21/08/2012,D3,0.29,,,,,,
21/08/2012,D4,0,,,,,,
14/08/2012,D0,88.7,,,,,,
14/08/2012,D1,63.84,,,,,,
14/08/2012,D2,23.31,,,,,,
14/08/2012,D3,0.29,,,,,,
14/08/2012,D4,0,,,,,,
07/08/2012,D0,88.36,,,,,,
07/08/2012,D1,63.8,,,,,,
07/08/2012,D2,23.31,,,,,,
07/08/2012,D3,0.29,,,,,,
07/08/2012,D4,0,,,,,,
31/07/2012,D0,88.36,,,,,,
31/07/2012,D1,63.8,,,,,,
31/07/2012,D2,23.6,,,,,,
31/07/2012,D3,0.29,,,,,,
31/07/2012,D4,0,,,,,,
24/07/2012,D0,88.36,,,,,,
24/07/2012,D1,63.8,,,,,,
24/07/2012,D2,26.85,,,,,,
24/07/2012,D3,0.29,,,,,,
24/07/2012,D4,0,,,,,,
17/07/2012,D0,84.12,,,,,,
17/07/2012,D1,59.74,,,,,,
17/07/2012,D2,22.92,,,,,,
17/07/2012,D3,0,,,,,,
17/07/2012,D4,0,,,,,,
10/07/2012,D0,84.12,,,,,,
10/07/2012,D1,59.74,,,,,,
10/07/2012,D2,22.92,,,,,,
10/07/2012,D3,0,,,,,,
10/07/2012,D4,0,,,,,,
03/07/2012,D0,84.12,,,,,,
03/07/2012,D1,59.77,,,,,,
03/07/2012,D2,22.92,,,,,,
03/07/2012,D3,0,,,,,,
03/07/2012,D4,0,,,,,,
26/06/2012,D0,84.11,,,,,,
26/06/2012,D1,59.51,,,,,,
26/06/2012,D2,22.76,,,,,,
26/06/2012,D3,0,,,,,,
26/06/2012,D4,0,,,,,,
19/06/2012,D0,84.11,,,,,,
19/06/2012,D1,59.51,,,,,,
19/06/2012,D2,22.6,,,,,,
19/06/2012,D3,0,,,,,,
19/06/2012,D4,0,,,,,,
12/06/2012,D0,84.11,,,,,,
12/06/2012,D1,58.89,,,,,,
12/06/2012,D2,22.6,,,,,,
12/06/2012,D3,0,,,,,,
12/06/2012,D4,0,,,,,,
05/06/2012,D0,84.11,,,,,,
05/06/2012,D1,58.89,,,,,,
05/06/2012,D2,22.6,,,,,,
05/06/2012,D3,0,,,,,,
05/06/2012,D4,0,,,,,,
29/05/2012,D0,84.11,,,,,,
29/05/2012,D1,58.89,,,,,,
29/05/2012,D2,22.6,,,,,,
29/05/2012,D3,0,,,,,,
29/05/2012,D4,0,,,,,,
22/05/2012,D0,84.11,,,,,,
22/05/2012,D1,58.89,,,,,,
22/05/2012,D2,22.6,,,,,,
22/05/2012,D3,0,,,,,,
22/05/2012,D4,0,,,,,,
15/05/2012,D0,84.11,,,,,,
15/05/2012,D1,58.89,,,,,,
15/05/2012,D2,22.6,,,,,,
15/05/2012,D3,0,,,,,,
15/05/2012,D4,0,,,,,,
08/05/2012,D0,84.11,,,,,,
08/05/2012,D1,58.89,,,,,,
08/05/2012,D2,21.14,,,,,,
08/05/2012,D3,0,,,,,,
08/05/2012,D4,0,,,,,,
01/05/2012,D0,84.16,,,,,,
01/05/2012,D1,58.97,,,,,,
01/05/2012,D2,21.14,,,,,,
01/05/2012,D3,0,,,,,,
01/05/2012,D4,0,,,,,,
24/04/2012,D0,84.16,,,,,,
24/04/2012,D1,60.23,,,,,,
24/04/2012,D2,22.87,,,,,,
24/04/2012,D3,0,,,,,,
24/04/2012,D4,0,,,,,,
17/04/2012,D0,84.16,,,,,,
17/04/2012,D1,60.23,,,,,,
17/04/2012,D2,26.35,,,,,,
17/04/2012,D3,0,,,,,,
17/04/2012,D4,0,,,,,,
10/04/2012,D0,95.11,,,,,,
10/04/2012,D1,81.47,,,,,,
10/04/2012,D2,49,,,,,,
10/04/2012,D3,0,,,,,,
10/04/2012,D4,0,,,,,,
03/04/2012,D0,96.46,,,,,,
03/04/2012,D1,82.01,,,,,,
03/04/2012,D2,46.25,,,,,,
03/04/2012,D3,0,,,,,,
03/04/2012,D4,0,,,,,,
27/03/2012,D0,97.78,,,,,,
27/03/2012,D1,89.61,,,,,,
27/03/2012,D2,46.25,,,,,,
27/03/2012,D3,0,,,,,,
27/03/2012,D4,0,,,,,,
20/03/2012,D0,97.78,,,,,,
20/03/2012,D1,89.61,,,,,,
20/03/2012,D2,40.14,,,,,,
20/03/2012,D3,0,,,,,,
20/03/2012,D4,0,,,,,,
13/03/2012,D0,99.89,,,,,,
13/03/2012,D1,90.14,,,,,,
13/03/2012,D2,45.73,,,,,,
13/03/2012,D3,0,,,,,,
13/03/2012,D4,0,,,,,,
06/03/2012,D0,95.61,,,,,,
06/03/2012,D1,75.24,,,,,,
06/03/2012,D2,16.02,,,,,,
06/03/2012,D3,0,,,,,,
06/03/2012,D4,0,,,,,,
28/02/2012,D0,95.61,,,,,,
28/02/2012,D1,72.09,,,,,,
28/02/2012,D2,16.02,,,,,,
28/02/2012,D3,0,,,,,,
28/02/2012,D4,0,,,,,,
21/02/2012,D0,95.23,,,,,,
21/02/2012,D1,67.76,,,,,,
21/02/2012,D2,5.06,,,,,,
21/02/2012,D3,0,,,,,,
21/02/2012,D4,0,,,,,,
14/02/2012,D0,89.63,,,,,,
14/02/2012,D1,59.06,,,,,,
14/02/2012,D2,0,,,,,,
14/02/2012,D3,0,,,,,,
14/02/2012,D4,0,,,,,,
07/02/2012,D0,89.63,,,,,,
07/02/2012,D1,59.06,,,,,,
07/02/2012,D2,0,,,,,,
07/02/2012,D3,0,,,,,,
07/02/2012,D4,0,,,,,,
31/01/2012,D0,88.91,,,,,,
31/01/2012,D1,57.33,,,,,,
31/01/2012,D2,0,,,,,,
31/01/2012,D3,0,,,,,,
31/01/2012,D4,0,,,,,,
24/01/2012,D0,80.88,,,,,,
24/01/2012,D1,41.23,,,,,,
24/01/2012,D2,0,,,,,,
24/01/2012,D3,0,,,,,,
24/01/2012,D4,0,,,,,,
17/01/2012,D0,81.26,,,,,,
17/01/2012,D1,46.34,,,,,,
17/01/2012,D2,3.1,,,,,,
17/01/2012,D3,0,,,,,,
17/01/2012,D4,0,,,,,,
10/01/2012,D0,80.9,,,,,,
10/01/2012,D1,46.34,,,,,,
10/01/2012,D2,3.1,,,,,,
10/01/2012,D3,0,,,,,,
10/01/2012,D4,0,,,,,,
03/01/2012,D0,70.09,,,,,,
03/01/2012,D1,46.34,,,,,,
03/01/2012,D2,0,,,,,,
03/01/2012,D3,0,,,,,,
03/01/2012,D4,0,,,,,,
27/12/2011,D0,66.09,,,,,,
27/12/2011,D1,5.41,,,,,,
27/12/2011,D2,0,,,,,,
27/12/2011,D3,0,,,,,,
27/12/2011,D4,0,,,,,,
20/12/2011,D0,28.42,,,,,,
20/12/2011,D1,0,,,,,,
20/12/2011,D2,0,,,,,,
20/12/2011,D3,0,,,,,,
20/12/2011,D4,0,,,,,,
13/12/2011,D0,25.68,,,,,,
13/12/2011,D1,0,,,,,,
13/12/2011,D2,0,,,,,,
13/12/2011,D3,0,,,,,,
13/12/2011,D4,0,,,,,,
06/12/2011,D0,17.47,,,,,,
06/12/2011,D1,0,,,,,,
06/12/2011,D2,0,,,,,,
06/12/2011,D3,0,,,,,,
06/12/2011,D4,0,,,,,,
29/11/2011,D0,11.68,,,,,,
29/11/2011,D1,0,,,,,,
29/11/2011,D2,0,,,,,,
29/11/2011,D3,0,,,,,,
29/11/2011,D4,0,,,,,,
22/11/2011,D0,11.58,,,,,,
22/11/2011,D1,0,,,,,,
22/11/2011,D2,0,,,,,,
22/11/2011,D3,0,,,,,,
22/11/2011,D4,0,,,,,,
15/11/2011,D0,11.58,,,,,,
15/11/2011,D1,0,,,,,,
15/11/2011,D2,0,,,,,,
15/11/2011,D3,0,,,,,,
15/11/2011,D4,0,,,,,,
08/11/2011,D0,11.49,,,,,,
08/11/2011,D1,0,,,,,,
08/11/2011,D2,0,,,,,,
08/11/2011,D3,0,,,,,,
08/11/2011,D4,0,,,,,,
01/11/2011,D0,10.78,,,,,,
01/11/2011,D1,0,,,,,,
01/11/2011,D2,0,,,,,,
01/11/2011,D3,0,,,,,,
01/11/2011,D4,0,,,,,,
25/10/2011,D0,10.75,,,,,,
25/10/2011,D1,0,,,,,,
25/10/2011,D2,0,,,,,,
25/10/2011,D3,0,,,,,,
25/10/2011,D4,0,,,,,,
18/10/2011,D0,10.75,,,,,,
18/10/2011,D1,0,,,,,,
18/10/2011,D2,0,,,,,,
18/10/2011,D3,0,,,,,,
18/10/2011,D4,0,,,,,,
11/10/2011,D0,10.75,,,,,,
11/10/2011,D1,0,,,,,,
11/10/2011,D2,0,,,,,,
11/10/2011,D3,0,,,,,,
11/10/2011,D4,0,,,,,,
04/10/2011,D0,10.75,,,,,,
04/10/2011,D1,0,,,,,,
04/10/2011,D2,0,,,,,,
04/10/2011,D3,0,,,,,,
04/10/2011,D4,0,,,,,,
27/09/2011,D0,10.86,,,,,,
27/09/2011,D1,0,,,,,,
27/09/2011,D2,0,,,,,,
27/09/2011,D3,0,,,,,,
27/09/2011,D4,0,,,,,,
20/09/2011,D0,10.86,,,,,,
20/09/2011,D1,0,,,,,,
20/09/2011,D2,0,,,,,,
20/09/2011,D3,0,,,,,,
20/09/2011,D4,0,,,,,,
13/09/2011,D0,12.64,,,,,,
13/09/2011,D1,0,,,,,,
13/09/2011,D2,0,,,,,,
13/09/2011,D3,0,,,,,,
13/09/2011,D4,0,,,,,,
06/09/2011,D0,12.45,,,,,,
06/09/2011,D1,0,,,,,,
06/09/2011,D2,0,,,,,,
06/09/2011,D3,0,,,,,,
06/09/2011,D4,0,,,,,,
30/08/2011,D0,7.86,,,,,,
30/08/2011,D1,0,,,,,,
30/08/2011,D2,0,,,,,,
30/08/2011,D3,0,,,,,,
30/08/2011,D4,0,,,,,,
23/08/2011,D0,7.88,,,,,,
23/08/2011,D1,0,,,,,,
23/08/2011,D2,0,,,,,,
23/08/2011,D3,0,,,,,,
23/08/2011,D4,0,,,,,,
16/08/2011,D0,7.88,,,,,,
16/08/2011,D1,0,,,,,,
16/08/2011,D2,0,,,,,,
16/08/2011,D3,0,,,,,,
16/08/2011,D4,0,,,,,,
09/08/2011,D0,14.66,,,,,,
09/08/2011,D1,0,,,,,,
09/08/2011,D2,0,,,,,,
09/08/2011,D3,0,,,,,,
09/08/2011,D4,0,,,,,,
02/08/2011,D0,14.66,,,,,,
02/08/2011,D1,0,,,,,,
02/08/2011,D2,0,,,,,,
02/08/2011,D3,0,,,,,,
02/08/2011,D4,0,,,,,,
26/07/2011,D0,14.66,,,,,,
26/07/2011,D1,0,,,,,,
26/07/2011,D2,0,,,,,,
26/07/2011,D3,0,,,,,,
26/07/2011,D4,0,,,,,,
19/07/2011,D0,14.66,,,,,,
19/07/2011,D1,0,,,,,,
19/07/2011,D2,0,,,,,,
19/07/2011,D3,0,,,,,,
19/07/2011,D4,0,,,,,,
12/07/2011,D0,12.13,,,,,,
12/07/2011,D1,0,,,,,,
12/07/2011,D2,0,,,,,,
12/07/2011,D3,0,,,,,,
12/07/2011,D4,0,,,,,,
05/07/2011,D0,12.29,,,,,,
05/07/2011,D1,0,,,,,,
05/07/2011,D2,0,,,,,,
05/07/2011,D3,0,,,,,,
05/07/2011,D4,0,,,,,,
28/06/2011,D0,12.29,,,,,,
28/06/2011,D1,0,,,,,,
28/06/2011,D2,0,,,,,,
28/06/2011,D3,0,,,,,,
28/06/2011,D4,0,,,,,,
21/06/2011,D0,0.01,,,,,,
21/06/2011,D1,0,,,,,,
21/06/2011,D2,0,,,,,,
21/06/2011,D3,0,,,,,,
21/06/2011,D4,0,,,,,,
14/06/2011,D0,0.01,,,,,,
14/06/2011,D1,0,,,,,,
14/06/2011,D2,0,,,,,,
14/06/2011,D3,0,,,,,,
14/06/2011,D4,0,,,,,,
07/06/2011,D0,0.01,,,,,,
07/06/2011,D1,0,,,,,,
07/06/2011,D2,0,,,,,,
07/06/2011,D3,0,,,,,,
07/06/2011,D4,0,,,,,,
31/05/2011,D0,0.01,,,,,,
31/05/2011,D1,0,,,,,,
31/05/2011,D2,0,,,,,,
31/05/2011,D3,0,,,,,,
31/05/2011,D4,0,,,,,,
24/05/2011,D0,0.01,,,,,,
24/05/2011,D1,0,,,,,,
24/05/2011,D2,0,,,,,,
24/05/2011,D3,0,,,,,,
24/05/2011,D4,0,,,,,,
17/05/2011,D0,0.01,,,,,,
17/05/2011,D1,0,,,,,,
17/05/2011,D2,0,,,,,,
17/05/2011,D3,0,,,,,,
17/05/2011,D4,0,,,,,,
10/05/2011,D0,0.01,,,,,,
10/05/2011,D1,0,,,,,,
10/05/2011,D2,0,,,,,,
10/05/2011,D3,0,,,,,,
10/05/2011,D4,0,,,,,,
03/05/2011,D0,0.01,,,,,,
03/05/2011,D1,0,,,,,,
03/05/2011,D2,0,,,,,,
03/05/2011,D3,0,,,,,,
03/05/2011,D4,0,,,,,,
26/04/2011,D0,0.01,,,,,,
26/04/2011,D1,0,,,,,,
26/04/2011,D2,0,,,,,,
26/04/2011,D3,0,,,,,,
26/04/2011,D4,0,,,,,,
19/04/2011,D0,0.01,,,,,,
19/04/2011,D1,0,,,,,,
19/04/2011,D2,0,,,,,,
19/04/2011,D3,0,,,,,,
19/04/2011,D4,0,,,,,,
12/04/2011,D0,0.01,,,,,,
12/04/2011,D1,0,,,,,,
12/04/2011,D2,0,,,,,,
12/04/2011,D3,0,,,,,,
12/04/2011,D4,0,,,,,,
05/04/2011,D0,0.01,,,,,,
05/04/2011,D1,0,,,,,,
05/04/2011,D2,0,,,,,,
05/04/2011,D3,0,,,,,,
05/04/2011,D4,0,,,,,,
29/03/2011,D0,0.06,,,,,,
29/03/2011,D1,0,,,,,,
29/03/2011,D2,0,,,,,,
29/03/2011,D3,0,,,,,,
29/03/2011,D4,0,,,,,,
22/03/2011,D0,3.13,,,,,,
22/03/2011,D1,0,,,,,,
22/03/2011,D2,0,,,,,,
22/03/2011,D3,0,,,,,,
22/03/2011,D4,0,,,,,,
15/03/2011,D0,5.8,,,,,,
15/03/2011,D1,0,,,,,,
15/03/2011,D2,0,,,,,,
15/03/2011,D3,0,,,,,,
15/03/2011,D4,0,,,,,,
08/03/2011,D0,5.8,,,,,,
08/03/2011,D1,0,,,,,,
08/03/2011,D2,0,,,,,,
08/03/2011,D3,0,,,,,,
08/03/2011,D4,0,,,,,,
01/03/2011,D0,0.06,,,,,,
01/03/2011,D1,0,,,,,,
01/03/2011,D2,0,,,,,,
01/03/2011,D3,0,,,,,,
01/03/2011,D4,0,,,,,,
22/02/2011,D0,0.06,,,,,,
22/02/2011,D1,0,,,,,,
22/02/2011,D2,0,,,,,,
22/02/2011,D3,0,,,,,,
22/02/2011,D4,0,,,,,,
15/02/2011,D0,22.66,,,,,,
15/02/2011,D1,0,,,,,,
15/02/2011,D2,0,,,,,,
15/02/2011,D3,0,,,,,,
15/02/2011,D4,0,,,,,,
08/02/2011,D0,22.66,,,,,,
08/02/2011,D1,0,,,,,,
08/02/2011,D2,0,,,,,,
08/02/2011,D3,0,,,,,,
08/02/2011,D4,0,,,,,,
01/02/2011,D0,0.06,,,,,,
01/02/2011,D1,0,,,,,,
01/02/2011,D2,0,,,,,,
01/02/2011,D3,0,,,,,,
01/02/2011,D4,0,,,,,,
25/01/2011,D0,0.06,,,,,,
25/01/2011,D1,0,,,,,,
25/01/2011,D2,0,,,,,,
25/01/2011,D3,0,,,,,,
25/01/2011,D4,0,,,,,,
18/01/2011,D0,0.06,,,,,,
18/01/2011,D1,0,,,,,,
18/01/2011,D2,0,,,,,,
18/01/2011,D3,0,,,,,,
18/01/2011,D4,0,,,,,,
11/01/2011,D0,0.07,,,,,,
11/01/2011,D1,0,,,,,,
11/01/2011,D2,0,,,,,,
11/01/2011,D3,0,,,,,,
11/01/2011,D4,0,,,,,,
04/01/2011,D0,1.38,,,,,,
